Hotel_Name,Negative_Review,Positive_Review,Tags,positive_tokenized,negative_tokenized,positive_filtered,negative_filtered,positive_noun,negative_noun
Hotel Arena, the floor in my room was filfy dirty very basic rooms i had a 20yr old tv in my room fridge did not work overpriced breakfast , comfy bed good location ,"[' leisure trip ', ' solo traveler ', ' duplex double room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['comfy', 'bed', 'good', 'location']","['the', 'floor', 'in', 'my', 'room', 'was', 'filfy', 'dirty', 'very', 'basic', 'rooms', 'i', 'had', 'a', '20yr', 'old', 'tv', 'in', 'my', 'room', 'fridge', 'did', 'not', 'work', 'overpriced', 'breakfast']","['comfy', 'bed', 'good', 'location']","['floor', 'room', 'filfy', 'dirty', 'basic', 'rooms', '20yr', 'old', 'tv', 'room', 'fridge', 'work', 'overpriced', 'breakfast']","['comfy', 'location']","['breakfast', 'fridge', 'work', 'room', 'floor', 'filfy', 'dirty', 'tv', 'rooms']"
Hotel Arena,no negative, this hotel is being renovated with great care and with an appreciation for its unique structure and location my spacious and comfortable room had a large double paned glass window onto the lush greenery of the park the breakfast selection was spectacular all considered this was a great hotel for the price and i plan to return ,"[' business trip ', ' solo traveler ', ' duplex double room ', ' stayed 1 night ']","['this', 'hotel', 'is', 'being', 'renovated', 'with', 'great', 'care', 'and', 'with', 'an', 'appreciation', 'for', 'its', 'unique', 'structure', 'and', 'location', 'my', 'spacious', 'and', 'comfortable', 'room', 'had', 'a', 'large', 'double', 'paned', 'glass', 'window', 'onto', 'the', 'lush', 'greenery', 'of', 'the', 'park', 'the', 'breakfast', 'selection', 'was', 'spectacular', 'all', 'considered', 'this', 'was', 'a', 'great', 'hotel', 'for', 'the', 'price', 'and', 'i', 'plan', 'to', 'return']","['no', 'negative']","['hotel', 'renovated', 'great', 'care', 'appreciation', 'unique', 'structure', 'location', 'spacious', 'comfortable', 'room', 'large', 'double', 'paned', 'glass', 'window', 'onto', 'lush', 'greenery', 'park', 'breakfast', 'selection', 'spectacular', 'considered', 'great', 'hotel', 'price', 'plan', 'return']",['negative'],"['price', 'breakfast', 'structure', 'selection', 'appreciation', 'greenery', 'window', 'room', 'hotel', 'park', 'plan', 'care', 'location', 'glass']",[]
Hotel Arena, the staff in the restaurant could of been more pleasant we only visited once but that wouldn t stop us from booking again it might of just been an off night for him , it was very good very historic building that s why i chose it ,"[' leisure trip ', ' family with young children ', ' large king room ', ' stayed 5 nights ', ' submitted from a mobile device ']","['it', 'was', 'very', 'good', 'very', 'historic', 'building', 'that', 's', 'why', 'i', 'chose', 'it']","['the', 'staff', 'in', 'the', 'restaurant', 'could', 'of', 'been', 'more', 'pleasant', 'we', 'only', 'visited', 'once', 'but', 'that', 'wouldn', 't', 'stop', 'us', 'from', 'booking', 'again', 'it', 'might', 'of', 'just', 'been', 'an', 'off', 'night', 'for', 'him']","['good', 'historic', 'building', 'chose']","['staff', 'restaurant', 'could', 'pleasant', 'visited', 'stop', 'us', 'booking', 'might', 'night']","['historic', 'building']","['staff', 'restaurant', 'night']"
Hotel Arena,no negative, this hotel is awesome i took it sincirely because a bit cheaper but the structure seem in an hold church close to one awesome park arrive in the city are like 10 minutes by tram and is super easy the hotel inside is awesome and really cool and the room is incredible nice with two floor and up one super big comfortable room i ll come back for sure there the staff very gentle one spanish man really really good ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 1 night ', ' submitted from a mobile device ']","['this', 'hotel', 'is', 'awesome', 'i', 'took', 'it', 'sincirely', 'because', 'a', 'bit', 'cheaper', 'but', 'the', 'structure', 'seem', 'in', 'an', 'hold', 'church', 'close', 'to', 'one', 'awesome', 'park', 'arrive', 'in', 'the', 'city', 'are', 'like', '10', 'minutes', 'by', 'tram', 'and', 'is', 'super', 'easy', 'the', 'hotel', 'inside', 'is', 'awesome', 'and', 'really', 'cool', 'and', 'the', 'room', 'is', 'incredible', 'nice', 'with', 'two', 'floor', 'and', 'up', 'one', 'super', 'big', 'comfortable', 'room', 'i', 'll', 'come', 'back', 'for', 'sure', 'there', 'the', 'staff', 'very', 'gentle', 'one', 'spanish', 'man', 'really', 'really', 'good']","['no', 'negative']","['hotel', 'awesome', 'took', 'sincirely', 'bit', 'cheaper', 'structure', 'seem', 'hold', 'church', 'close', 'one', 'awesome', 'park', 'arrive', 'city', 'like', '10', 'minutes', 'tram', 'super', 'easy', 'hotel', 'inside', 'awesome', 'really', 'cool', 'room', 'incredible', 'nice', 'two', 'floor', 'one', 'super', 'big', 'comfortable', 'room', 'come', 'back', 'sure', 'staff', 'gentle', 'one', 'spanish', 'man', 'really', 'really', 'good']",['negative'],"['awesome', 'structure', 'church', 'staff', 'man', 'super', 'minutes', 'city', 'park', 'hotel', 'room', 'floor']",[]
Hotel Arena, very steep steps in room up to the bed not safe for children i asked to move rooms and was put in another identical one room decoration was minamilist which i like but felt prison cell sparse, great onsite cafe amazing building park location amazing bobby gin and tonic ,"[' leisure trip ', ' family with young children ', ' duplex double room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['great', 'onsite', 'cafe', 'amazing', 'building', 'park', 'location', 'amazing', 'bobby', 'gin', 'and', 'tonic']","['very', 'steep', 'steps', 'in', 'room', 'up', 'to', 'the', 'bed', 'not', 'safe', 'for', 'children', 'i', 'asked', 'to', 'move', 'rooms', 'and', 'was', 'put', 'in', 'another', 'identical', 'one', 'room', 'decoration', 'was', 'minamilist', 'which', 'i', 'like', 'but', 'felt', 'prison', 'cell', 'sparse']","['great', 'onsite', 'cafe', 'amazing', 'building', 'park', 'location', 'amazing', 'bobby', 'gin', 'tonic']","['steep', 'steps', 'room', 'bed', 'safe', 'children', 'asked', 'move', 'rooms', 'put', 'another', 'identical', 'one', 'room', 'decoration', 'minamilist', 'like', 'felt', 'prison', 'cell', 'sparse']","['gin', 'tonic', 'bobby', 'park', 'location', 'building', 'cafe']","['cell', 'sparse', 'steps', 'decoration', 'children', 'move', 'room', 'minamilist', 'prison', 'rooms']"
Hotel Arena, we did not like the fact that breakfast was not included although you could pay extra for this the room we stayed in was lacking in space a bit and the bathroom was very badly lit to use the mirror in there which meant getting ready for evening a bit tricky but only a small negative comment , we loved the location of this hotel the fact that it is set in a park away from the busy centre of dam square was great the tram system was brilliant and easy to handle the hotel is lovely and the bed was comfy staff were very friendly and helpful and familiarized themselves with us when they realized we travelled from ireland ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 3 nights ']","['we', 'loved', 'the', 'location', 'of', 'this', 'hotel', 'the', 'fact', 'that', 'it', 'is', 'set', 'in', 'a', 'park', 'away', 'from', 'the', 'busy', 'centre', 'of', 'dam', 'square', 'was', 'great', 'the', 'tram', 'system', 'was', 'brilliant', 'and', 'easy', 'to', 'handle', 'the', 'hotel', 'is', 'lovely', 'and', 'the', 'bed', 'was', 'comfy', 'staff', 'were', 'very', 'friendly', 'and', 'helpful', 'and', 'familiarized', 'themselves', 'with', 'us', 'when', 'they', 'realized', 'we', 'travelled', 'from', 'ireland']","['we', 'did', 'not', 'like', 'the', 'fact', 'that', 'breakfast', 'was', 'not', 'included', 'although', 'you', 'could', 'pay', 'extra', 'for', 'this', 'the', 'room', 'we', 'stayed', 'in', 'was', 'lacking', 'in', 'space', 'a', 'bit', 'and', 'the', 'bathroom', 'was', 'very', 'badly', 'lit', 'to', 'use', 'the', 'mirror', 'in', 'there', 'which', 'meant', 'getting', 'ready', 'for', 'evening', 'a', 'bit', 'tricky', 'but', 'only', 'a', 'small', 'negative', 'comment']","['loved', 'location', 'hotel', 'fact', 'set', 'park', 'away', 'busy', 'centre', 'dam', 'square', 'great', 'tram', 'system', 'brilliant', 'easy', 'handle', 'hotel', 'lovely', 'bed', 'comfy', 'staff', 'friendly', 'helpful', 'familiarized', 'us', 'realized', 'travelled', 'ireland']","['like', 'fact', 'breakfast', 'included', 'although', 'could', 'pay', 'extra', 'room', 'stayed', 'lacking', 'space', 'bit', 'bathroom', 'badly', 'lit', 'use', 'mirror', 'meant', 'getting', 'ready', 'evening', 'bit', 'tricky', 'small', 'negative', 'comment']","['ireland', 'staff', 'tram', 'square', 'centre', 'system', 'fact', 'hotel', 'dam']","['breakfast', 'mirror', 'bit', 'comment', 'bathroom', 'fact', 'room', 'use', 'space']"
Hotel Arena,no negative, public areas are lovely and the room was nice but the window was broken and the drains in the bathroom smelt its an old building and clearly has old building issues ,"[' business trip ', ' group ', ' duplex double room ', ' stayed 2 nights ']","['public', 'areas', 'are', 'lovely', 'and', 'the', 'room', 'was', 'nice', 'but', 'the', 'window', 'was', 'broken', 'and', 'the', 'drains', 'in', 'the', 'bathroom', 'smelt', 'its', 'an', 'old', 'building', 'and', 'clearly', 'has', 'old', 'building', 'issues']","['no', 'negative']","['public', 'areas', 'lovely', 'room', 'nice', 'window', 'broken', 'drains', 'bathroom', 'smelt', 'old', 'building', 'clearly', 'old', 'building', 'issues']",['negative'],"['bathroom', 'issues', 'window', 'room', 'broken', 'building', 'areas']",[]
Hotel Arena, we had issues with our electronic key everyday it deactivated it wasn t kept near our phones but somehow there was an issue the staircase for our bed was steep and no handrail the tea coffee facilities weren t updated daily and the floor was dusty and had hair on it and that was upon our arrival that situation didn t change other than those minor issues the hotel was lovely , i liked the hotels history and for such an enormous hotel i can t imagine how many girls were orphaned i liked their breakfast it was a quirky mix of fruits pastries meats and fish breads and the regular bacon and eggs juices tea and coffee ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['i', 'liked', 'the', 'hotels', 'history', 'and', 'for', 'such', 'an', 'enormous', 'hotel', 'i', 'can', 't', 'imagine', 'how', 'many', 'girls', 'were', 'orphaned', 'i', 'liked', 'their', 'breakfast', 'it', 'was', 'a', 'quirky', 'mix', 'of', 'fruits', 'pastries', 'meats', 'and', 'fish', 'breads', 'and', 'the', 'regular', 'bacon', 'and', 'eggs', 'juices', 'tea', 'and', 'coffee']","['we', 'had', 'issues', 'with', 'our', 'electronic', 'key', 'everyday', 'it', 'deactivated', 'it', 'wasn', 't', 'kept', 'near', 'our', 'phones', 'but', 'somehow', 'there', 'was', 'an', 'issue', 'the', 'staircase', 'for', 'our', 'bed', 'was', 'steep', 'and', 'no', 'handrail', 'the', 'tea', 'coffee', 'facilities', 'weren', 't', 'updated', 'daily', 'and', 'the', 'floor', 'was', 'dusty', 'and', 'had', 'hair', 'on', 'it', 'and', 'that', 'was', 'upon', 'our', 'arrival', 'that', 'situation', 'didn', 't', 'change', 'other', 'than', 'those', 'minor', 'issues', 'the', 'hotel', 'was', 'lovely']","['liked', 'hotels', 'history', 'enormous', 'hotel', 'imagine', 'many', 'girls', 'orphaned', 'liked', 'breakfast', 'quirky', 'mix', 'fruits', 'pastries', 'meats', 'fish', 'breads', 'regular', 'bacon', 'eggs', 'juices', 'tea', 'coffee']","['issues', 'electronic', 'key', 'everyday', 'deactivated', 'kept', 'near', 'phones', 'somehow', 'issue', 'staircase', 'bed', 'steep', 'handrail', 'tea', 'coffee', 'facilities', 'updated', 'daily', 'floor', 'dusty', 'hair', 'upon', 'arrival', 'situation', 'change', 'minor', 'issues', 'hotel', 'lovely']","['history', 'breakfast', 'coffee', 'mix', 'girls', 'fruits', 'eggs', 'hotel', 'bacon', 'imagine', 'pastries', 'hotels', 'breads', 'juices', 'meats']","['hair', 'change', 'coffee', 'facilities', 'issues', 'staircase', 'tea', 'phones', 'floor', 'hotel', 'everyday', 'handrail', 'situation']"
Hotel Arena, bed was on upper level with a narrow twist staircase no usb port for mobile phone charging not even via thr tv s some sockets didn t work and had loose covers dangerous some corridors were poorly lit , friendly staff oostpark a few yards away good continental breakfast selection quiet and relaxing area ,"[' leisure trip ', ' travelers with friends ', ' duplex double room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['friendly', 'staff', 'oostpark', 'a', 'few', 'yards', 'away', 'good', 'continental', 'breakfast', 'selection', 'quiet', 'and', 'relaxing', 'area']","['bed', 'was', 'on', 'upper', 'level', 'with', 'a', 'narrow', 'twist', 'staircase', 'no', 'usb', 'port', 'for', 'mobile', 'phone', 'charging', 'not', 'even', 'via', 'thr', 'tv', 's', 'some', 'sockets', 'didn', 't', 'work', 'and', 'had', 'loose', 'covers', 'dangerous', 'some', 'corridors', 'were', 'poorly', 'lit']","['friendly', 'staff', 'oostpark', 'yards', 'away', 'good', 'continental', 'breakfast', 'selection', 'quiet', 'relaxing', 'area']","['bed', 'upper', 'level', 'narrow', 'twist', 'staircase', 'usb', 'port', 'mobile', 'phone', 'charging', 'even', 'via', 'thr', 'tv', 'sockets', 'work', 'loose', 'covers', 'dangerous', 'corridors', 'poorly', 'lit']","['breakfast', 'staff', 'yards', 'selection', 'oostpark', 'area']","['port', 'corridors', 'level', 'sockets', 'staircase', 'tv', 'covers', 'phone']"
Hotel Arena, sadly i cannot say that the rooms are clean enough for me when we got in our room we immediately notice there s something wet and sticky like juice or something just next to our bed we called the front desk and they said they will send a cleaning lady to us we waited at least half an hour and no one showed up we had to go to the front desk and complain again when we got back later in the evening the juice has been removed but there s still some hair on the spot we were however no interest to complain anymore also on the wall in the room on the curtain and in the bathroom there s a lot of stains which i had to ignore the whole time i didn t feel comfortable at all the staff at front desk are very friendly however i guess they pay really bad to their cleaning ladies first you will not be greeted by the cleaning staffs if you run into one at the hallway what more annoying is that i got woke up at 7 in the morning by the cleaning ladies because they closed the doors so loudly when they were cleaning other rooms and they didn t close it loudly just once but for at least on hour they kept open and close the door i was really annoyed i was in my holiday and i just wanted to have a good sleep at least the parking place was small but ok when we arrived the ticket machine was broken someone told us we don t need a ticket to get in for now and we just have to inform the front desk when we check in we did so and paid for 2 days when we checked out when we drove out the ticket machine was broken again so we didn t actually have to plug in the ticket which we have paid with a lot of money of course we should pay for it because we parked there but still i was not so happy because i have the feeling that i paid for nothing , the location is good you need 15min to 20min walk to the center depends on your speed the hotel locates in a beautiful park and have a nice interior design the bed was really comfortable ,"[' leisure trip ', ' family with young children ', ' 2 rooms ', ' stayed 2 nights ']","['the', 'location', 'is', 'good', 'you', 'need', '15min', 'to', '20min', 'walk', 'to', 'the', 'center', 'depends', 'on', 'your', 'speed', 'the', 'hotel', 'locates', 'in', 'a', 'beautiful', 'park', 'and', 'have', 'a', 'nice', 'interior', 'design', 'the', 'bed', 'was', 'really', 'comfortable']","['sadly', 'i', 'can', 'not', 'say', 'that', 'the', 'rooms', 'are', 'clean', 'enough', 'for', 'me', 'when', 'we', 'got', 'in', 'our', 'room', 'we', 'immediately', 'notice', 'there', 's', 'something', 'wet', 'and', 'sticky', 'like', 'juice', 'or', 'something', 'just', 'next', 'to', 'our', 'bed', 'we', 'called', 'the', 'front', 'desk', 'and', 'they', 'said', 'they', 'will', 'send', 'a', 'cleaning', 'lady', 'to', 'us', 'we', 'waited', 'at', 'least', 'half', 'an', 'hour', 'and', 'no', 'one', 'showed', 'up', 'we', 'had', 'to', 'go', 'to', 'the', 'front', 'desk', 'and', 'complain', 'again', 'when', 'we', 'got', 'back', 'later', 'in', 'the', 'evening', 'the', 'juice', 'has', 'been', 'removed', 'but', 'there', 's', 'still', 'some', 'hair', 'on', 'the', 'spot', 'we', 'were', 'however', 'no', 'interest', 'to', 'complain', 'anymore', 'also', 'on', 'the', 'wall', 'in', 'the', 'room', 'on', 'the', 'curtain', 'and', 'in', 'the', 'bathroom', 'there', 's', 'a', 'lot', 'of', 'stains', 'which', 'i', 'had', 'to', 'ignore', 'the', 'whole', 'time', 'i', 'didn', 't', 'feel', 'comfortable', 'at', 'all', 'the', 'staff', 'at', 'front', 'desk', 'are', 'very', 'friendly', 'however', 'i', 'guess', 'they', 'pay', 'really', 'bad', 'to', 'their', 'cleaning', 'ladies', 'first', 'you', 'will', 'not', 'be', 'greeted', 'by', 'the', 'cleaning', 'staffs', 'if', 'you', 'run', 'into', 'one', 'at', 'the', 'hallway', 'what', 'more', 'annoying', 'is', 'that', 'i', 'got', 'woke', 'up', 'at', '7', 'in', 'the', 'morning', 'by', 'the', 'cleaning', 'ladies', 'because', 'they', 'closed', 'the', 'doors', 'so', 'loudly', 'when', 'they', 'were', 'cleaning', 'other', 'rooms', 'and', 'they', 'didn', 't', 'close', 'it', 'loudly', 'just', 'once', 'but', 'for', 'at', 'least', 'on', 'hour', 'they', 'kept', 'open', 'and', 'close', 'the', 'door', 'i', 'was', 'really', 'annoyed', 'i', 'was', 'in', 'my', 'holiday', 'and', 'i', 'just', 'wanted', 'to', 'have', 'a', 'good', 'sleep', 'at', 'least', 'the', 'parking', 'place', 'was', 'small', 'but', 'ok', 'when', 'we', 'arrived', 'the', 'ticket', 'machine', 'was', 'broken', 'someone', 'told', 'us', 'we', 'don', 't', 'need', 'a', 'ticket', 'to', 'get', 'in', 'for', 'now', 'and', 'we', 'just', 'have', 'to', 'inform', 'the', 'front', 'desk', 'when', 'we', 'check', 'in', 'we', 'did', 'so', 'and', 'paid', 'for', '2', 'days', 'when', 'we', 'checked', 'out', 'when', 'we', 'drove', 'out', 'the', 'ticket', 'machine', 'was', 'broken', 'again', 'so', 'we', 'didn', 't', 'actually', 'have', 'to', 'plug', 'in', 'the', 'ticket', 'which', 'we', 'have', 'paid', 'with', 'a', 'lot', 'of', 'money', 'of', 'course', 'we', 'should', 'pay', 'for', 'it', 'because', 'we', 'parked', 'there', 'but', 'still', 'i', 'was', 'not', 'so', 'happy', 'because', 'i', 'have', 'the', 'feeling', 'that', 'i', 'paid', 'for', 'nothing']","['location', 'good', 'need', '15min', '20min', 'walk', 'center', 'depends', 'speed', 'hotel', 'locates', 'beautiful', 'park', 'nice', 'interior', 'design', 'bed', 'really', 'comfortable']","['sadly', 'say', 'rooms', 'clean', 'enough', 'got', 'room', 'immediately', 'notice', 'something', 'wet', 'sticky', 'like', 'juice', 'something', 'next', 'bed', 'called', 'front', 'desk', 'said', 'send', 'cleaning', 'lady', 'us', 'waited', 'least', 'half', 'hour', 'one', 'showed', 'go', 'front', 'desk', 'complain', 'got', 'back', 'later', 'evening', 'juice', 'removed', 'still', 'hair', 'spot', 'however', 'interest', 'complain', 'anymore', 'also', 'wall', 'room', 'curtain', 'bathroom', 'lot', 'stains', 'ignore', 'whole', 'time', 'feel', 'comfortable', 'staff', 'front', 'desk', 'friendly', 'however', 'guess', 'pay', 'really', 'bad', 'cleaning', 'ladies', 'first', 'greeted', 'cleaning', 'staffs', 'run', 'one', 'hallway', 'annoying', 'got', 'woke', '7', 'morning', 'cleaning', 'ladies', 'closed', 'doors', 'loudly', 'cleaning', 'rooms', 'close', 'loudly', 'least', 'hour', 'kept', 'open', 'close', 'door', 'really', 'annoyed', 'holiday', 'wanted', 'good', 'sleep', 'least', 'parking', 'place', 'small', 'ok', 'arrived', 'ticket', 'machine', 'broken', 'someone', 'told', 'us', 'need', 'ticket', 'get', 'inform', 'front', 'desk', 'check', 'paid', '2', 'days', 'checked', 'drove', 'ticket', 'machine', 'broken', 'actually', 'plug', 'ticket', 'paid', 'lot', 'money', 'course', 'pay', 'parked', 'still', 'happy', 'feeling', 'paid', 'nothing']","['center', 'design', 'park', 'hotel', 'walk', 'location', 'need']","['pay', 'juice', 'hour', 'sleep', 'bed', 'sticky', 'morning', 'ok', 'desk', 'door', 'ticket', 'check', 'hallway', 'staffs', 'stains', 'feeling', 'curtain', 'machine', 'cleaning', 'front', 'spot', 'days', 'complain', 'interest', 'doors', 'lady', 'room', 'someone', 'place', 'time', 'lot', 'something', 'holiday', 'staff', 'bathroom', 'money', 'nothing', 'ladies', 'course', 'rooms']"
Hotel Arena, transportation was a bit of a pain but on route to your destination there is amazing views at every corner , bed was extremely comfy and the staff where well spoken they also gave us all the help with easiest way to city centre and all the relevant transportation tickets and unique locations to visit will definitely be returning as this city is beautiful and the people are so friendly ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 2 nights ', ' submitted from a mobile device ']","['bed', 'was', 'extremely', 'comfy', 'and', 'the', 'staff', 'where', 'well', 'spoken', 'they', 'also', 'gave', 'us', 'all', 'the', 'help', 'with', 'easiest', 'way', 'to', 'city', 'centre', 'and', 'all', 'the', 'relevant', 'transportation', 'tickets', 'and', 'unique', 'locations', 'to', 'visit', 'will', 'definitely', 'be', 'returning', 'as', 'this', 'city', 'is', 'beautiful', 'and', 'the', 'people', 'are', 'so', 'friendly']","['transportation', 'was', 'a', 'bit', 'of', 'a', 'pain', 'but', 'on', 'route', 'to', 'your', 'destination', 'there', 'is', 'amazing', 'views', 'at', 'every', 'corner']","['bed', 'extremely', 'comfy', 'staff', 'well', 'spoken', 'also', 'gave', 'us', 'help', 'easiest', 'way', 'city', 'centre', 'relevant', 'transportation', 'tickets', 'unique', 'locations', 'visit', 'definitely', 'returning', 'city', 'beautiful', 'people', 'friendly']","['transportation', 'bit', 'pain', 'route', 'destination', 'amazing', 'views', 'every', 'corner']","['transportation', 'staff', 'centre', 'way', 'city', 'bed', 'locations', 'people', 'tickets']","['transportation', 'destination', 'views', 'corner', 'bit']"
Hotel Arena, nothing , lovely hotel with extremely comfortable huge double bed we stayed in the split level room which we really liked if you have difficulty getting up stairs request if you can stay in a room all on one level the oosterpark is beautiful the shops and restaurants are great with lots of variety to choose from you can get the metro close by 8min walk or the tram is a short walk away and runs from the station and you can get off within a 5 mins walk to the hotel all in all a beautiful hotel with friendly staff shampoo and soap in the shower tea and coffee facilities in your room and in a location that is more relaxing than the central amsterdam we will be returning ,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['lovely', 'hotel', 'with', 'extremely', 'comfortable', 'huge', 'double', 'bed', 'we', 'stayed', 'in', 'the', 'split', 'level', 'room', 'which', 'we', 'really', 'liked', 'if', 'you', 'have', 'difficulty', 'getting', 'up', 'stairs', 'request', 'if', 'you', 'can', 'stay', 'in', 'a', 'room', 'all', 'on', 'one', 'level', 'the', 'oosterpark', 'is', 'beautiful', 'the', 'shops', 'and', 'restaurants', 'are', 'great', 'with', 'lots', 'of', 'variety', 'to', 'choose', 'from', 'you', 'can', 'get', 'the', 'metro', 'close', 'by', '8min', 'walk', 'or', 'the', 'tram', 'is', 'a', 'short', 'walk', 'away', 'and', 'runs', 'from', 'the', 'station', 'and', 'you', 'can', 'get', 'off', 'within', 'a', '5', 'mins', 'walk', 'to', 'the', 'hotel', 'all', 'in', 'all', 'a', 'beautiful', 'hotel', 'with', 'friendly', 'staff', 'shampoo', 'and', 'soap', 'in', 'the', 'shower', 'tea', 'and', 'coffee', 'facilities', 'in', 'your', 'room', 'and', 'in', 'a', 'location', 'that', 'is', 'more', 'relaxing', 'than', 'the', 'central', 'amsterdam', 'we', 'will', 'be', 'returning']",['nothing'],"['lovely', 'hotel', 'extremely', 'comfortable', 'huge', 'double', 'bed', 'stayed', 'split', 'level', 'room', 'really', 'liked', 'difficulty', 'getting', 'stairs', 'request', 'stay', 'room', 'one', 'level', 'oosterpark', 'beautiful', 'shops', 'restaurants', 'great', 'lots', 'variety', 'choose', 'get', 'metro', 'close', '8min', 'walk', 'tram', 'short', 'walk', 'away', 'runs', 'station', 'get', 'within', '5', 'mins', 'walk', 'hotel', 'beautiful', 'hotel', 'friendly', 'staff', 'shampoo', 'soap', 'shower', 'tea', 'coffee', 'facilities', 'room', 'location', 'relaxing', 'central', 'amsterdam', 'returning']",['nothing'],"['mins', 'double', 'walk', 'location', 'soap', 'split', 'restaurants', 'amsterdam', 'stay', 'tram', 'shower', 'station', 'room', 'hotel', 'oosterpark', 'level', 'difficulty', 'coffee', 'facilities', 'staff', 'variety', 'tea', 'shops', 'request', 'shampoo', 'lots']",['nothing']
Hotel Arena, the bathroom in our room was a black glass box it theory it s cool in practice it leaves a lot to be desired little privacy not enough light at the mirror and the shower leaked into the hall it did however allow for a loft space with a desk chairs and a second tv , great location in the park near museums and restaurants perfect launch pad for many walking and day trips beautiful old building former orphanage and spacious rooms big breakfast spread perfect for starting the day off right friendly and helpful staff i m,"[' leisure trip ', ' couple ', ' duplex double room ', ' stayed 4 nights ', ' submitted from a mobile device ']","['great', 'location', 'in', 'the', 'park', 'near', 'museums', 'and', 'restaurants', 'perfect', 'launch', 'pad', 'for', 'many', 'walking', 'and', 'day', 'trips', 'beautiful', 'old', 'building', 'former', 'orphanage', 'and', 'spacious', 'rooms', 'big', 'breakfast', 'spread', 'perfect', 'for', 'starting', 'the', 'day', 'off', 'right', 'friendly', 'and', 'helpful', 'staff', 'i', 'm']","['the', 'bathroom', 'in', 'our', 'room', 'was', 'a', 'black', 'glass', 'box', 'it', 'theory', 'it', 's', 'cool', 'in', 'practice', 'it', 'leaves', 'a', 'lot', 'to', 'be', 'desired', 'little', 'privacy', 'not', 'enough', 'light', 'at', 'the', 'mirror', 'and', 'the', 'shower', 'leaked', 'into', 'the', 'hall', 'it', 'did', 'however', 'allow', 'for', 'a', 'loft', 'space', 'with', 'a', 'desk', 'chairs', 'and', 'a', 'second', 'tv']","['great', 'location', 'park', 'near', 'museums', 'restaurants', 'perfect', 'launch', 'pad', 'many', 'walking', 'day', 'trips', 'beautiful', 'old', 'building', 'former', 'orphanage', 'spacious', 'rooms', 'big', 'breakfast', 'spread', 'perfect', 'starting', 'day', 'right', 'friendly', 'helpful', 'staff']","['bathroom', 'room', 'black', 'glass', 'box', 'theory', 'cool', 'practice', 'leaves', 'lot', 'desired', 'little', 'privacy', 'enough', 'light', 'mirror', 'shower', 'leaked', 'hall', 'however', 'allow', 'loft', 'space', 'desk', 'chairs', 'second', 'tv']","['spread', 'breakfast', 'trips', 'staff', 'orphanage', 'restaurants', 'park', 'day', 'location', 'building', 'rooms']","['chairs', 'mirror', 'theory', 'privacy', 'bathroom', 'shower', 'room', 'practice', 'space', 'box', 'tv', 'glass', 'desk']"
